a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,last_24_hours_tweet,lexical_diversity,location,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,percent_negative_tweets,percent_neutral_tweets,percent_positive_tweets,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
923880229227188225,81.25,7.7,3038130,1,2017-10-27 11:53:06,True,False,23756.294912033314,20,0.654205607477,True,13,12,0,8,91,1777,45,15,60,25,0.724137931034,9.3,1177,770,False
593519520,61.0,9.25,47627586250,2,2012-05-29 06:39:34,True,False,95212622.33726591,1,0.948717948718,True,9,5,4,1,1,4,3,0,75,25,10.625,8.2,39,37,False
1858607882,113.35,10.39,90764310,3,2013-09-12 21:23:11,False,False,721464.0087554541,0,0.572136563877,True,14,14,0,45,31,656,71,5,30,65,0.91847826087,9.7,1816,1039,False
2973644363,83.9,3.49,91294290,2,2015-01-11 20:35:14,False,False,573407.3661826206,0,0.491549295775,True,12,12,0,82,10,358,91,5,55,40,11.9928057554,11.4,710,349,False
867154842741035008,69.7,6.34,599668520,1,2017-05-23 23:06:40,True,False,3163794.7322488558,0,0.678800856531,True,7,5,0,9,30,50,7,25,40,35,9.96,9.0,467,317,False
608957582,102.7,7.1,660199690,4,2012-06-15 10:04:58,True,False,20176625.75362334,0,0.463446475196,True,11,8,2,2,100,394,94,25,45,30,11.9583333333,9.1,1532,710,False
737481828345483264,51.9,4.7,105424840,1,2016-05-31 03:12:24,False,False,113525.27485009671,2,0.537757437071,True,12,12,0,8,12,387,95,0,100,0,7.0,11.3,874,470,False
1443662100,35.9,3.14,1521808970,3,2013-05-20 12:29:10,True,False,36024876.30445368,0,0.494488188976,True,13,13,0,3,18,111,93,0,100,0,1.52873563218,11.4,635,314,False
938261318355709953,118.8,10.81,10613180,1,2017-12-06 04:18:25,True,False,38199.10246118356,14,0.619129438717,True,12,12,0,6,75,1937,49,35,20,45,10.6825396825,10.6,1746,1081,False
953880558496600066,119.7,7.66,24111690,1,2018-01-18 06:43:42,False,False,33830.64112350666,17,0.47225647349,True,15,11,4,7,31,602,82,5,70,25,4.21686746988,12.1,1622,766,False
770206199702839296,47.5,7.0,766026500,1,2016-08-29 10:27:22,True,False,1394133.7642546375,0,1.0,True,6,6,0,0,5,6,2,16,50,33,3.1875,9.9,42,42,False
740361470878224384,65.44444444444444,4.52,11378560,1,2016-06-08 01:55:05,True,False,77567.08973925271,8,0.659854014599,True,15,7,1,10,100,4588,96,0,88,11,2.09901960784,9.5,685,452,False
1881010932,115.7,11.01,15265430,1,2013-09-18 22:11:03,True,False,72012.45456438421,3,0.675460122699,True,14,13,1,13,78,1419,67,5,75,20,2.66836734694,10.4,1630,1101,False
748592261110333440,72.0,8.47826086957,2489491956,2,2016-06-30 19:01:18,True,False,19080634.90538232,0,0.752895752896,True,9,9,0,3,10,23,13,5,55,40,1.11666666667,9.0,259,195,False
908605115938074624,65.9,9.9,2138803300,2,2017-09-15 08:15:15,True,False,8613657.512997175,5,0.860869565217,True,9,8,1,1,0,10,3,20,40,40,16.75,8.3,115,99,False
744840957414285312,62.55,6.13,211656320,2,2016-06-20 10:34:57,True,False,1405106.3061769526,10,0.613613613614,True,9,5,3,5,60,283,40,0,95,5,6.9880952381,7.8,999,613,False
1090644528,99.3,8.24,345243280,2,2013-01-15 01:09:56,True,False,1352470.6724139566,0,0.634822804314,True,10,6,4,30,90,407,67,25,40,35,1.55299539171,10.4,1298,824,False
936907936353337345,78.45,1.93,149227310,1,2017-12-02 10:40:33,True,False,183142.19790241544,2,0.691756272401,True,15,4,1,7,49,104,57,0,100,0,4.10570824524,11.0,279,193,False
952372852505829376,113.5,10.49,18219470,1,2018-01-14 02:52:37,True,False,10546.817203663863,22,0.650340979541,True,11,1,1,37,98,277,70,20,50,30,15.6351351351,10.2,1613,1049,False
